 5 | 0.1030773
10 | 0.1061546
15 | 0.1092319
20 | 0.1123092
25 | 0.1153865
30 | 0.1184638
35 | 0.1215411
40 | 0.1246184
45 | 0.1276957
50 | 0.130773
55 | 0.1338503
60 | 0.1369276
65 | 0.1400049
70 | 0.1430822
75 | 0.1461595
80 | 0.1492368
85 | 0.1523141
90 | 0.1553914
95 | 0.1584687
100 | 0.161546
105 | 0.1646233
110 | 0.1677006
115 | 0.1707779
120 | 0.1738552
125 | 0.1769325
130 | 0.1800098
135 | 0.1830871
140 | 0.1861644
145 | 0.1892417
150 | 0.192319
155 | 0.1953963
160 | 0.1984736
165 | 0.2015509
170 | 0.2046282
175 | 0.2077055
180 | 0.2107828
185 | 0.2138601
190 | 0.2169374
195 | 0.2200147
200 | 0.223092
205 | 0.2261693
210 | 0.2292466
215 | 0.2323239
220 | 0.2354012
225 | 0.2384785
230 | 0.2415558
235 | 0.2446331
240 | 0.2477104
245 | 0.2507877
250 | 0.253865
255 | 0.2569423
260 | 0.2600196
265 | 0.2630969
270 | 0.2661742
275 | 0.2692515
280 | 0.2723288
285 | 0.2754061
290 | 0.2784834
295 | 0.2815607
300 | 0.284638
305 | 0.2877153
310 | 0.2907926
315 | 0.2938699
320 | 0.2969472
325 | 0.3000245
330 | 0.3031018
335 | 0.3061791
340 | 0.3092564
345 | 0.3123337
350 | 0.315411
355 | 0.3184883
360 | 0.3215656
365 | 0.3246429
370 | 0.3277202
375 | 0.3307975
380 | 0.3338748
385 | 0.3369521
390 | 0.3400294
395 | 0.3431067
400 | 0.346184
405 | 0.3492613
410 | 0.3523386
415 | 0.3554159
420 | 0.3584932
425 | 0.3615705
430 | 0.3646478
435 | 0.3677251
440 | 0.3708024
445 | 0.3738797
450 | 0.376957
455 | 0.3800343
460 | 0.3831116
465 | 0.3861889
470 | 0.3892662
475 | 0.3923435
480 | 0.3954208
485 | 0.3984981
490 | 0.4015754
495 | 0.4046527
500 | 0.40773
